PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
32CasamentoAproximado;ds.seed7992.Palus;294;0;0;294;39
33Identifier;ds.seed7992.Palus;52;0;0;52;17
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9006.Palus;6;0;0;6;7
02MaxMin;ds.seed9006.Palus;11;0;0;11;11
03MaxMin;ds.seed9006.Palus;24;0;0;24;12
04MaxMin;ds.seed9006.Palus;47;0;0;47;16
05Ordenacao;ds.seed9006.Palus;43;0;0;43;15
06Fibonacci;ds.seed9006.Palus;20;0;0;20;1463
07Fibonacci;ds.seed9006.Palus;41;0;0;41;14
08MaxMin;ds.seed9006.Palus;35;0;0;35;13
09Ordenacao;ds.seed9006.Palus;23;0;0;23;27
10AvaliaMultMatrizes;ds.seed9006.Palus;32;0;0;32;13
11ListArray;ds.seed9006.Palus;85;0;0;85;26
12Lista;ds.seed9006.Palus;69;0;0;69;21
13Pilha;ds.seed9006.Palus;75;0;0;75;23
14Pilha;ds.seed9006.Palus;66;0;0;66;24
15Fila;ds.seed9006.Palus;73;0;0;73;23
16Fila;ds.seed9006.Palus;64;0;0;64;23
17Ordenacao;ds.seed9006.Palus;37;0;0;37;15
18FPHeapMax;ds.seed9006.Palus;127;0;0;127;29
19FPHeapMin;ds.seed9006.Palus;115;0;0;115;29
20Tabela;ds.seed9006.Palus;1;0;0;1;7
21ArvoreBinaria;ds.seed9006.Palus;2;0;0;2;9
22TabelaHash;ds.seed9006.Palus;90;0;0;90;31
23TabelaHash;ds.seed9006.Palus;75;0;0;75;27
24Grafo;ds.seed9006.Palus;49;0;0;49;99
25Grafo;ds.seed9006.Palus;104;0;0;104;40
26Grafo;ds.seed9006.Palus;72;0;0;72;58
27Grafo;ds.seed9006.Palus;141;0;0;141;77
28BuscaEmLargura;ds.seed9006.Palus;89;0;0;89;85
29Grafo;ds.seed9006.Palus;122;0;0;122;92
30Lista;ds.seed9006.Palus;1;0;0;1;6
31CasamentoExato;ds.seed9006.Palus;334;0;0;334;45
32CasamentoAproximado;ds.seed9006.Palus;360;0;0;360;45
33Identifier;ds.seed9006.Palus;29;0;0;29;12
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9121.Palus;6;0;0;6;10
02MaxMin;ds.seed9121.Palus;30;0;0;30;12
03MaxMin;ds.seed9121.Palus;43;0;0;43;19
04MaxMin;ds.seed9121.Palus;35;0;0;35;14
05Ordenacao;ds.seed9121.Palus;36;0;0;36;18
06Fibonacci;ds.seed9121.Palus;35;0;0;35;1456
07Fibonacci;ds.seed9121.Palus;25;0;0;25;1460
08MaxMin;ds.seed9121.Palus;35;0;0;35;14
09Ordenacao;ds.seed9121.Palus;20;0;0;20;13
10AvaliaMultMatrizes;ds.seed9121.Palus;16;0;0;16;10
11ListArray;ds.seed9121.Palus;42;0;0;42;19
12Lista;ds.seed9121.Palus;61;0;0;61;23
13Pilha;ds.seed9121.Palus;48;0;0;48;15
14Pilha;ds.seed9121.Palus;61;0;0;61;18
15Fila;ds.seed9121.Palus;86;0;0;86;31
16Fila;ds.seed9121.Palus;63;0;0;63;20
17Ordenacao;ds.seed9121.Palus;44;0;0;44;16
18FPHeapMax;ds.seed9121.Palus;145;0;0;145;32
19FPHeapMin;ds.seed9121.Palus;103;0;0;103;34
20Tabela;ds.seed9121.Palus;1;0;0;1;6
21ArvoreBinaria;ds.seed9121.Palus;1;0;0;1;7
22TabelaHash;ds.seed9121.Palus;98;0;0;98;26
23TabelaHash;ds.seed9121.Palus;82;0;0;82;24
24Grafo;ds.seed9121.Palus;49;0;0;49;73
25Grafo;ds.seed9121.Palus;65;0;0;65;35
26Grafo;ds.seed9121.Palus;100;0;0;100;69
27Grafo;ds.seed9121.Palus;97;0;0;97;89
28BuscaEmLargura;ds.seed9121.Palus;166;0;0;166;96
29Grafo;ds.seed9121.Palus;109;0;0;109;101
30Lista;ds.seed9121.Palus;1;0;0;1;8
31CasamentoExato;ds.seed9121.Palus;310;0;0;310;42
32CasamentoAproximado;ds.seed9121.Palus;335;0;0;335;36
33Identifier;ds.seed9121.Palus;118;0;0;118;30
