Nr. NCSS CCN JVDC Function
  1   17   5    0 ds.Ordenacao.particao(Item[],int,int)
  2    6   3    0 ds.Ordenacao.ordena(Item[],int,int)
  3    9   4    0 ds.Ordenacao.selecao(Item[],int)
  4   10   3    0 ds.Ordenacao.insercao(Item[],int)
  5   15   6    0 ds.Ordenacao.shellsort(Item[],int)
  6    2   1    0 ds.Ordenacao.quicksort(Item[],int)
  7   10   2    0 ds.Ordenacao.heapsort(Item[],int)
Average Function NCSS:       9.86
Average Function CCN:        3.43
Average Function JVDC:       0.00
Program NCSS:               74.00
